Compound	18-1_5-20	18-2_5-20	20-0_5-20	20-1_5-20	21-1_5-20	21-2_5-20	22-0_5-20	22-1_5-20	23-0_5-20	23-1_5-20	23-2_5-20	24-0_5-20	24-1_5-20	24-2_5-20	25-0_5-20	27-0_5-20	28-0_5-20	29-0_5-20	29-1_5-20	29-2_5-20	30-0_5-20	30-1_5-20	30-1_7-20	30-2_7-20	31-1_5-20	31-2_5-20	31-2_7-20	32-0_5-20	32-0_7-20	32-1_7-20	32-2_5-20	33-0_5-20	33-0_7-20	33-1_7-20	34-0_5-20	34-0_7-20	34-1_7-20	35-0_7-20	35-1_5-20	35-2_7-20	36-2_7-20	37-0_7-20	37-1_7-20	37-2_7-20	38-2_5-20	38-2_7-20	39-0_7-20	40-0_5-20	40-1_5-20	40-2_5-20	40-2_7-20	41-0_5-20	41-0_7-20	41-1_5-20	41-1_7-20	42-1_5-20	42-1_7-20	43-0_5-20	43-0_7-20	43-1_7-20	44-0_5-20	44-1_7-20	45-0_5-20	45-0_7-20	45-2_7-20	46-0_5-20	46-0_7-20	47-1_7-20	14-0_5-20	14-1_5-20	14-2_5-20	15-1_5-20 
L-365260 Esi-6.039001	753541	345336	1122240	1599722	876641	1	629104	1982226	1521970	1	594468	1	507643	1	1241798	1090382	823534	142143	656541	1018983	904648	398372	931915	1	1	179861	1	279064	7858762	580138	1045965	1926474	4090651	467339	888813	599291	1399962	154179	115148	475457	260213	1	1900571	1648090	569307	2927731	483614	891855	192619	109360	3994830	2906459	1	1	1	774045	445275	786398	237608	275374	195485	401301	631303	6130987	1335469	1	584152	410342	309757	1	1	1342946
"DG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	486610	438734	275386	581854	521037	241586	452404	499599	226493	1	144340	588073	459047	452585	348683	563685	413645	281140	276142	420310	356265	262343	568909	640039	153848	1	1101271	182253	228632	1099305	371688	1	1	801930	448068	471133	1	1	360206	569975	1	718157	233161	572455	604748	1	1140885	369183	243536	444118	1193358	627729	505221	543911	355253	173101	845205	523229	817394	978683	518134	843135	858074	1	1572506	335010	714486	914195	610788	381250	201925	720119
Buprenorphine	1	1	771224	287084	1	1	221407	418638	434478	1	493095	1161227	494346	432834	180172	1194015	1	471071	491142	454683	369543	1353049	1	292416	462396	524427	293412	193466	1	1	796427	501558	215253	319996	585865	318432	509222	271407	511955	224881	301995	1	1	368417	525265	234470	1	456020	210572	922069	1	743466	1	817100	265065	655568	1	651919	237313	281918	377380	387525	409093	277041	294359	1288582	1	369470	407192	277822	263991	161677
"5-b-Cholestane-3a ,7a ,12a-triol"	250758	439017	698704	87728	374202	280784	211949	318725	379310	1	167272	365974	243677	228830	136889	371516	241786	229239	335423	463888	1310628	555558	1622545	1135290	312681	260456	1	243979	157906	165216	323738	353398	1991897	549468	338179	161268	491210	124045	133892	278378	391357	269274	304455	528608	154857	533440	1	213848	511217	424631	1	929953	1087806	460391	477436	395491	284933	436665	99601	418160	1633498	356140	219839	805303	239971	266551	1696336	1126680	521113	257616	627304	332084
"3H-1,2-Dithiole-3-thione Esi-13.353014"	1220753	206596	815340	461701	549378	1000597	937087	860052	1253097	319018	1802246	733640	1026250	555012	518275	849168	610031	991168	1097167	1962147	511888	1744404	146721	793760	1064758	1193902	617983	1183747	1012553	497728	1864584	1615015	479279	859459	493060	388954	1009708	826032	1150702	570080	1	500869	1133213	535068	583406	597863	277075	1972468	1184382	539725	410875	404729	735055	643240	891432	1334028	591373	727486	657513	939706	465748	260198	771954	624926	720937	1114769	114421	1286250	528153	523435	1236834	620608
Hordatine A Esi-7.224	2358148	1	2976109	2581831	404363	935959	2803325	1883152	2071391	1	2778641	647091	413270	1	1	1	939850	579520	1437514	4354503	1	673773	1	2012179	533100	1265750	6578595	1207711	514466	1272723	1	1585729	1002601	1	1876691	1424545	4032297	1237110	1033932	1090202	1580269	1	491106	1238368	1	1193635	559806	1626572	2233110	823369	929938	2087462	1997006	1807081	2338347	837670	363718	1267598	653674	1	422151	1427593	460705	1456250	991881	1115960	1	1727642	179001	1261927	1246841	1
24-Acetyl- 25-cinnamoylvulgaroside	1	739273	1591357	1	839899	257283	1270620	1119223	1124451	1	850049	312481	330070	1	1	1350043	569343	595585	520623	1330288	801304	1133293	1	462854	405193	1	823533	708844	253391	458598	978277	638379	435725	482930	1329410	419268	1	471997	261931	785412	750683	391691	1	378696	886266	884498	302782	1	698897	689185	571610	799791	682457	903045	1148433	885239	290446	938350	454753	846965	808880	737496	556314	1164471	1	525700	1	848365	674692	1090494	599164	1
538.3354@10.706988	750224	1177186	1	766295	2659625	854009	677181	1	827188	953651	1	1	1026678	816040	521258	502070	1	518034	1686250	660433	1799132	383588	1	1842994	955930	1	569040	1664852	537732	593406	554614	336575	1043379	542244	2362232	715612	873153	1647647	1328579	639845	526438	865914	620825	838843	822998	577480	588372	584770	1134846	1212435	1560133	1353461	2247117	565491	515932	1089524	950953	1	806283	786601	1023191	923471	702121	842436	677420	1	1133896	1248148	1072116	1438016	995436	844631
dolichyl D-xylosyl phosphates	294339	99317	837689	399724	169871	38488	162799	1	433736	1	466906	256078	163922	230361	318780	1637622	388489	401605	202879	966095	541926	217640	444643	793789	127328	301019	778906	1	91260	395405	1	201692	697278	602576	775060	208363	238148	543554	138523	335829	467051	232386	1	240557	88665	1	128384	570308	281990	560651	1485094	717874	706611	455049	1079764	106732	823847	465196	143594	271179	934582	537244	261843	358069	1	194552	697387	1	643237	449384	269173	293833
N-Undecylbenzenesulfonic acid Esi-13.592	548070	357923	212552	512866	554957	161155	471465	365604	231546	1	160938	683536	280503	291478	363251	441423	292276	158671	251888	510354	292130	298671	553181	582841	77260	479394	1130482	120353	473171	747496	200081	232726	749716	1004904	384563	389631	518346	567045	320981	409075	425375	501130	255292	341832	281404	680980	556761	551359	286983	450496	475692	571784	504798	606097	528564	54194	356356	441051	535800	982274	522406	808197	705142	512250	808374	189555	448393	1082969	444202	277118	100079	680295
cis-Goniothalamicin	2712380	2572659	3032065	922039	670400	1390399	2603278	2360202	2050892	1	2764434	1030115	1292678	1736310	1	1774167	1934933	1651937	1596646	1189022	809025	1473122	1574370	1840140	2145168	3343715	3675281	1	1852610	2304707	1	438135	913152	876896	2696205	1	1	1798375	925784	1932078	1822207	727232	1094143	1257685	1	3209218	915718	3378810	1564490	1489173	1264620	2526525	2966385	845843	2040491	1	1965737	2741669	1485374	2328199	2178752	1286473	1983003	1356772	3016265	949688	2947873	2489852	1757967	1666585	917311	1812725
892.4831@8.760992	953609	128294	214396	471887	1	100269	325871	222567	640576	1	1430467	122630	109112	1	1	958940	156350	596456	212785	536290	165784	209927	1	1	263087	1163175	994581	194240	243234	1353643	1	170317	263751	535715	394682	193240	1	343325	235004	214368	237956	585305	80447	317814	146286	181707	93289	1167928	191152	278405	445763	1	551061	914204	737384	1	250656	310714	527384	945569	406185	359436	308686	183194	272382	218703	1	239997	530245	374925	298641	194519
Soraphen O Esi-8.978008	332589	315283	394502	406953	1	416856	594954	436925	376410	85209	287317	630981	510750	1	388812	629372	458725	541256	404704	524040	206744	463081	131611	709792	148272	331491	745792	416200	180030	1188475	768935	300485	84505	1291557	713673	692584	558577	1100853	619596	753623	761234	1248668	429413	600555	684116	684801	52964	796932	541957	274231	237677	139593	129012	376680	935508	125014	292646	695601	946817	1490606	477147	1318310	956882	157728	1430791	450784	95245	870617	434439	496210	320708	1050321
N'-Nitrosoanabasine	1432539	138538	831758	818879	298747	1013680	197251	253901	227113	203016	670484	397446	296193	1	589705	279976	257447	241875	315642	303280	333032	173674	917780	671230	626723	396767	709249	401778	180054	668114	664624	323156	572410	524056	194438	887046	300922	636130	419503	342608	568134	575713	270220	528053	517836	203313	564800	790443	516036	483451	386512	508601	926006	1280672	285824	590863	595395	262777	790411	473053	739118	511914	306575	528843	392364	557261	413026	1266282	343151	406240	479774	487534
788.5431@7.170001	133498	1059786	594386	99050	1	669726	791996	1213317	715970	30254	808272	986686	642352	463810	362797	814764	805657	671946	250410	478053	441635	435167	442067	523972	217692	142985	297189	341440	619215	518944	336290	337135	743105	1329802	153877	181544	322405	234913	107535	835948	348541	397092	759426	744999	170841	377194	1526457	112985	308396	274769	472654	392197	646478	214186	578800	380741	132372	348004	304927	174964	202947	968146	198141	234437	351410	496837	585097	430473	576047	389020	641623	454106
3-Hydroxytetradecanedioic acid	789086	988854	431431	219622	570575	584235	669107	719786	380163	1	653469	466554	524828	1	490131	496678	503530	665596	501475	405112	679823	590747	1089090	1439784	575097	1	1306046	556938	523003	1009467	714737	556691	1250181	998780	568394	294094	702674	892117	638122	693542	760541	667847	1	489707	326130	520347	954741	1399775	932896	788727	1268445	916156	1444696	854254	1026817	152622	1231052	680433	508811	760351	592404	765576	969734	577745	917713	1	824826	512035	536421	461836	703953	963271
508.2829@9.669999	1216087	1	800991	1066728	1500318	519827	560492	686176	755645	148457	650719	1126433	1031726	1300633	960516	708436	451522	1	305023	553874	940845	910281	1305065	1989376	727877	2006815	1206339	1017845	317199	950310	448352	627278	1366521	1243868	1	1436884	1	364021	659569	759678	928793	1273526	352762	1133216	780665	1464274	5370280	1082699	1	1108579	1297963	1242688	1583387	1566914	937533	76950	725711	853422	1640252	992146	1013998	1507313	1	1421581	1775796	1	1	1	778563	1124887	510691	1217282
"(3beta,17alpha,23R)-17,23-Epoxy-3,29-dihydroxy-27-norlanost-8-ene-15,24-dione Esi-12.086992"	538809	1	562036	486838	536293	159959	454367	510162	356104	1	395491	413989	246990	362054	430999	534849	270156	335792	1329385	583460	1	460858	1	1	1	465675	422240	172244	1	482292	305045	347427	1	366928	608594	409989	959801	521807	230434	410532	260958	452996	317243	359163	325774	753367	1	608625	1	1	1	1	365344	680165	597935	1	1	520871	374451	415538	1	415801	430620	387991	392704	1	1	529622	1	469089	1	517634
Fexofenadine	1	1	1543452	531822	1	133794	349312	1143516	596900	1	1062542	1643345	1146827	723931	140997	1402221	384025	821379	380228	552389	1	1867973	307868	398996	286271	504207	776344	248684	1	677572	800588	841582	1	495246	1	608999	547173	1073931	535183	193854	631813	682618	1	326434	917556	1	79717	590238	239386	818053	55293	415250	327939	1240347	515538	944267	1	1	855917	745900	222328	1	1145158	545331	563987	854851	1	490771	583819	328858	1	1
Ribose-1-arsenate	42905	289873	614551	242212	267493	123680	605366	675964	191779	167155	335921	299031	222977	348117	862720	452976	458972	213933	113544	79443	62343	52978	89549	61785	11575	241171	148356	370477	1	119031	54104	383385	156764	46885	603485	145582	169497	281029	88802	149216	466528	322257	62966	124457	168681	684440	20181	129551	118261	239681	417191	131594	457272	133593	247869	188764	124707	141316	821769	110394	302269	75034	340739	138803	408188	143583	240521	89648	316365	430169	24204	83922
"3alpha,21-Dihydroxy-D-homo-5beta-pregn-17a(20)-en-11-one"	226330	568824	196583	64163	132574	144219	781774	332657	73574	1	166931	156527	213798	1	1	348809	398408	153404	1	191436	172836	150006	430236	767432	1	1	271129	1	1	375535	1	82861	403275	622146	1	213407	353733	261564	1	236599	150919	160682	236227	145424	1	184348	596779	1	155102	63809	455261	165521	203019	1	473447	1	141246	93743	201365	255742	1	1353382	1	439746	225105	1	159824	647382	197802	1	424405	621470
Tryptophyl-Tryptophan	1558368	1	1	182299	198660	749552	531286	191662	2415105	36314	1	1	81063	93330	709036	1105234	469201	388375	141843	1060634	797206	370401	416631	535368	347621	378130	1089266	344493	172502	507111	471960	1	5132196	668688	245750	44361	220202	83738	269869	346144	426329	542585	123757	366942	1	676102	762992	163499	510825	628507	201948	183415	580636	527561	1607227	137217	727415	215973	1440927	77042	133904	561180	874385	596132	1518438	920698	142358	684655	640972	1	216888	1228280
853.4742@16.166994	319908	1	788451	1466025	1010752	579178	601836	1155611	546123	1	766728	433693	859799	1486386	509354	810793	1045627	539544	283373	906544	952531	334996	467953	744701	311116	461435	1028887	1051122	350561	395385	1175151	1869784	619418	556279	621955	799573	1583556	758873	257155	681354	992565	843716	400684	1155552	273733	608972	447761	722028	219137	668256	400536	606385	574677	544245	1308268	833205	763650	894608	193067	568554	562431	678783	1428981	765745	1212338	970972	464100	735577	500248	626316	242163	462666
438.2443@15.442007	310706	1	143138	397914	426090	372374	121736	170814	330554	1	91696	380169	654447	506936	436779	205097	1258121	371245	297397	157902	131562	157939	613873	200313	248312	124095	358308	563629	344066	213800	179192	160070	271153	238696	267730	654942	266055	437281	484837	700412	226719	504896	242755	697170	222593	316552	360915	223995	450345	129868	135789	259654	221328	371675	276146	511824	329800	541163	1529109	516759	161955	561370	333964	214285	314373	509794	270647	565654	525456	298489	253276	1087273
3-Hydroxytetradecanedioic acid Esi-5.3840017	597426	1	567734	164637	67809	88451	243621	919162	57364	102717	775087	753318	109528	559124	583981	676419	148081	424493	547576	223350	540215	1	157591	573398	1	772665	1003004	406582	721886	712166	831202	591513	631829	831010	632235	1	220676	577185	193129	392952	489099	671603	605180	125863	346964	484881	110200	1179854	872404	575282	815295	282948	741137	104892	940456	138336	1439035	727386	577528	654009	676985	552865	738353	340025	1	539435	462274	1	168531	1	517728	699582
640.365@9.276	339972	477629	938568	338090	1	272751	614915	889939	1413330	1	756058	407662	285424	1	293855	1067728	661263	638435	243815	1340589	533779	1173111	252372	354128	305266	1	572043	441114	1	522269	426781	567794	1	357426	655860	1	716027	1	1	494735	906565	1	360316	379640	354804	592796	1	570679	511981	1	503775	253894	270414	554036	1239534	253895	1	803187	274519	377259	1	836791	1	532624	1	338888	1	500372	980143	868498	546153	440897
10-Hydroxymyristic acid methyl ester	337233	144753	235394	374000	246748	159411	102943	87429	542566	1	678792	1	215014	95529	415662	818330	154715	135376	29528	544820	724025	787074	935542	617224	106918	1	1018268	220006	1	1010694	598254	794923	629331	115325	180787	126407	872972	276853	192105	282982	150108	863333	132604	966096	167071	262118	220415	899301	158484	237406	642924	191016	206680	837980	932134	260194	170697	1080994	317270	147627	538108	1170058	221715	716216	375350	974419	1342985	475707	46458	1	140918	159263
"5alpha-Androstane-3beta,17beta-diol diacetate Esi-10.61401"	1	487268	470012	206667	422725	252032	296637	231332	157363	1	273679	402176	301815	287071	136575	400075	133775	283373	293287	349523	631827	531998	750185	693761	294413	314424	344908	1	219923	258238	340936	205005	1184362	225948	264726	415836	290543	244586	190406	273818	227705	251956	136861	300411	272173	370716	218694	179120	1	255992	810340	771610	910690	280262	434357	392492	405905	332284	212056	293208	599822	228265	337341	574678	193019	542761	1214367	400238	270398	323613	255725	183555
782.4607@14.557993	991190	1099499	1148919	1137081	1	576297	527161	1130351	520468	1	956636	1177534	1073332	1120302	1	1112767	625221	526910	466176	1029993	672832	1072251	583379	611159	557863	1097825	922855	583792	555815	1006905	604148	819080	1123911	1209963	497513	370488	622563	466265	287952	590224	497850	960646	497274	784506	721436	530083	430732	1149364	551889	1506431	1299736	1171174	958312	960134	920855	1043882	1368782	1454774	865834	920191	730034	526301	584801	827963	682760	1062209	792710	945521	859318	757742	693682	383755
641.3001@11.619996	1207022	713373	388397	617316	276296	202526	396920	573126	468618	1	395163	1200073	446791	572718	251822	615333	405195	366100	317247	425091	1	430119	129252	182774	228080	1365786	404188	366706	299192	700077	343916	228071	378358	1430790	526727	490047	498641	292933	285912	587105	361919	567231	420121	434398	778927	605542	1528254	402367	351653	408144	380085	1	448035	369504	243662	325705	210644	397635	694357	665267	1	739479	548220	850527	428331	521657	462169	678651	402282	1	385673	607584
Leucomycin A9	168709	612644	1074400	1	374188	152292	580307	2183025	373092	1	301890	1151184	623719	807624	318446	998055	325527	557328	393068	1593150	204331	782127	1	325725	174332	235392	214557	223448	506139	473371	366069	1	515174	650177	352633	331523	446160	1	172231	175342	1	244145	380432	357485	282611	1	170414	333557	156688	380828	482434	487763	261900	429906	771419	356818	276579	460862	176052	1	1	228923	582144	581114	281598	381714	343018	286108	240543	315463	163635	144274
LPA(0:0/18:0) Esi-12.831001	298917	408805	376827	251059	148509	55664	191695	387015	74396	1	255696	385852	92845	95593	148107	523028	120954	40509	41895	524332	70287	377533	206912	825859	45216	399928	628054	51925	190398	485271	187306	442384	343356	511763	106405	120486	198324	882789	165331	91409	1208052	242188	77676	157787	115341	343918	399483	702065	65916	331773	815955	487234	463300	316138	960456	1	281163	466177	287278	854997	162384	515273	350813	510286	587069	75605	239268	439373	216670	130139	44123	205908
(25S)-5beta-spirostan-3beta-yl beta-D-glucoside	1155389	511599	749687	984910	1421746	613962	654699	870633	1333724	1	714147	1	1229997	1390467	714884	780522	764837	633425	516020	1	985305	575149	625990	536437	519722	539461	910742	680174	649561	1037860	675284	871620	808355	1	948745	1177304	1042553	748843	644760	1113610	1	1263823	483698	1229105	1020367	813493	1	1	644045	1049191	1	1087352	1	1426137	959612	696879	980141	961222	860218	807915	943879	1	999257	1	694453	1074469	746292	840178	1066270	1020361	616811	1030181
340.2076@13.390011	412681	372599	326347	435389	393764	253679	509860	466952	276656	1	189726	593407	329469	372054	259368	538328	299394	205797	1	566500	233424	262854	454106	638307	84980	396167	922751	142316	205710	780330	293424	321408	734481	834430	364501	391177	546026	731071	195850	436392	423833	526197	176721	371277	323969	505929	447958	519749	225205	303774	760099	435357	471048	477086	582520	159220	375651	619750	546164	997694	383076	836017	696085	507676	916637	230076	490936	888220	445798	238701	1	590932
